,zmean,zmax,zmin,area,slope,lat,icecap
RGI60-08.00670,1071.56982421875,1335.2516,971.2295,0.065,"0    22.6
Name: Slope, dtype: object",65.208,0
RGI60-08.00671,1286.010986328125,1356.5073,1183.2076,0.138,"0    16.1
Name: Slope, dtype: object",65.167,0
RGI60-08.00672,1339.4329833984375,1576.9192,1077.2172,0.687,"0    24.2
Name: Slope, dtype: object",65.207,0
RGI60-08.00673,1252.4613037109375,1465.3363,1180.9382,0.13,"0    11.7
Name: Slope, dtype: object",65.235,0
RGI60-08.00674,984.2493286132812,1116.7255,916.4839,0.057,"0    12.9
Name: Slope, dtype: object",65.223,0
RGI60-08.00675,1322.680908203125,1411.109,1216.125,0.276,"0    21
Name: Slope, dtype: object",65.238,0
RGI60-08.00676,1146.7691650390625,1239.4302,1030.8168,0.271,"0    15.1
Name: Slope, dtype: object",65.178,0
RGI60-08.00677,1200.4176025390625,1339.9353,1107.4836,0.173,"0    10
Name: Slope, dtype: object",65.146,0
RGI60-08.00678,1166.1480712890625,1249.5317,1053.375,0.133,"0    16.4
Name: Slope, dtype: object",65.202,0
RGI60-08.00679,1117.60693359375,1180.28,986.00354,0.053,"0    17.3
Name: Slope, dtype: object",65.14,0
RGI60-08.00680,1301.635498046875,1672.5526,967.0966,2.66,"0    14.1
Name: Slope, dtype: object",65.222,0
RGI60-08.00681,1100.0260009765625,1180.1581,1014.18463,0.093,"0    16.1
Name: Slope, dtype: object",65.168,0
RGI60-08.00682,1220.4984130859375,1357.54,1038.2875,0.13,"0    20.2
Name: Slope, dtype: object",65.165,0
RGI60-08.00683,1536.07470703125,1733.8529,1231.7007,0.204,"0    27.9
Name: Slope, dtype: object",62.063,0
RGI60-08.00684,1142.151611328125,1239.8779,841.1822,0.244,"0    7.5
Name: Slope, dtype: object",69.639,0
RGI60-08.00685,1062.350341796875,1307.5378,923.3928,0.077,"0    25.3
Name: Slope, dtype: object",65.245,0
RGI60-08.00686,1461.71533203125,1523.2214,1394.88,0.051,"0    16
Name: Slope, dtype: object",60.019,0
RGI60-08.00687,1503.3321533203125,1576.3715,1437.3346,0.055,"0    16.3
Name: Slope, dtype: object",60.031,0
RGI60-08.00688,1460.395751953125,1485.8678,1432.9526,0.056,"0    7
Name: Slope, dtype: object",60.046,0
RGI60-08.00689,1479.251708984375,1520.6031,1449.6299,0.139,"0    6.1
Name: Slope, dtype: object",60.046,0
RGI60-08.00690,1578.810546875,1647.0608,1497.3751,0.066,"0    12.2
Name: Slope, dtype: object",60.027,0
RGI60-08.00691,1520.6956787109375,1585.9192,1436.6984,0.091,"0    9.800000000000001
Name: Slope, dtype: object",60.069,0
RGI60-08.00692,1530.3094482421875,1607.6981,1452.9851,0.074,"0    14.3
Name: Slope, dtype: object",60.032,0
RGI60-08.00693,1457.5015869140625,1544.6482,1350.3649,0.065,"0    23.5
Name: Slope, dtype: object",60.051,0
RGI60-08.00694,1506.3446044921875,1583.5923,1446.9622,0.117,"0    11.4
Name: Slope, dtype: object",60.031,0
RGI60-08.00695,1414.131103515625,1553.5109,1313.2644,0.078,"0    20.1
Name: Slope, dtype: object",60.026,0
RGI60-08.00696,1454.511962890625,1516.3887,1408.9412,0.078,"0    15.1
Name: Slope, dtype: object",60.06,0
RGI60-08.00697,1475.5089111328125,1536.9696,1415.3943,0.052,"0    17.1
Name: Slope, dtype: object",60.017,0
RGI60-08.00698,1561.8111572265625,1600.048,1496.7737,0.113,"0    5
Name: Slope, dtype: object",60.019,0
RGI60-08.00699,1556.9813232421875,1658.9926,1429.3289,0.129,"0    9.5
Name: Slope, dtype: object",60.024,0
RGI60-08.00700,1476.545654296875,1520.7772,1428.4028,0.125,"0    9.800000000000001
Name: Slope, dtype: object",60.056,0
RGI60-08.00701,1493.3623046875,1533.5585,1450.8525,0.134,"0    5.7
Name: Slope, dtype: object",60.055,0
RGI60-08.00702,1488.1552734375,1543.999,1422.6263,0.098,"0    9.6
Name: Slope, dtype: object",60.015,0
RGI60-08.00703,1484.855224609375,1530.6991,1457.941,0.058,"0    7.5
Name: Slope, dtype: object",60.045,0
RGI60-08.00704,1512.77685546875,1575.9332,1403.1914,0.288,"0    7.6
Name: Slope, dtype: object",60.081,0
RGI60-08.00705,1454.00048828125,1500.2142,1422.311,0.075,"0    9.5
Name: Slope, dtype: object",60.062,0
RGI60-08.00706,1488.885498046875,1549.3036,1447.1129,0.079,"0    8.5
Name: Slope, dtype: object",60.037,0
RGI60-08.00707,1490.300537109375,1576.5499,1413.141,0.051,"0    20.5
Name: Slope, dtype: object",60.013,0
RGI60-08.00708,1527.2091064453125,1661.127,1440.1115,1.656,"0    7.1
Name: Slope, dtype: object",60.033,0
RGI60-08.00709,1493.678466796875,1608.3644,1333.0812,0.533,"0    14.1
Name: Slope, dtype: object",60.079,0
RGI60-08.00710,1493.78564453125,1589.4109,1388.2018,0.103,"0    19.9
Name: Slope, dtype: object",60.068,0
RGI60-08.00711,1562.90869140625,1770.415,1385.622,0.044,"0    32.3
Name: Slope, dtype: object",62.538,0
RGI60-08.00712,1444.5538330078125,1523.7467,1340.5475,0.026,"0    24.1
Name: Slope, dtype: object",62.606,0
RGI60-08.00713,1394.3802490234375,1479.2996,1243.5471,0.104,"0    15.9
Name: Slope, dtype: object",62.613,0
RGI60-08.00714,1538.723388671875,1621.0692,1468.7609,0.037,"0    11.1
Name: Slope, dtype: object",62.515,0
RGI60-08.00715,1592.254638671875,1699.5327,1517.6178,0.037,"0    11.7
Name: Slope, dtype: object",62.53,0
RGI60-08.00716,1475.832275390625,1813.0834,1221.2844,0.522,"0    18.6
Name: Slope, dtype: object",62.533,0
RGI60-08.00717,1574.8253173828125,1738.3804,1319.676,0.057,"0    37.5
Name: Slope, dtype: object",62.524,0
RGI60-08.00718,1459.9219970703125,1682.7732,1078.025,0.412,"0    22.4
Name: Slope, dtype: object",62.611,0
RGI60-08.00719,1477.2833251953125,1567.7467,1409.6118,0.041,"0    18.9
Name: Slope, dtype: object",62.492,0
RGI60-08.00720,1513.5440673828125,1774.0922,1281.8716,0.658,"0    13.3
Name: Slope, dtype: object",62.524,0
RGI60-08.00721,1312.733154296875,1439.6447,1262.826,0.083,"0    7.3
Name: Slope, dtype: object",62.6,0
RGI60-08.00722,1562.27685546875,1783.1222,1364.7319,0.039,"0    40.5
Name: Slope, dtype: object",62.532,0
RGI60-08.00723,1542.895263671875,1610.0773,1451.8253,0.02,"0    21.6
Name: Slope, dtype: object",62.566,0
RGI60-08.00724,1468.59765625,1704.8011,1268.5454,0.146,"0    22.8
Name: Slope, dtype: object",62.532,0
RGI60-08.00725,1446.28564453125,1608.5804,1288.1443,0.068,"0    27.7
Name: Slope, dtype: object",62.568,0
RGI60-08.00726,1358.4029541015625,1602.0608,1194.4951,0.138,"0    13.3
Name: Slope, dtype: object",62.604,0
RGI60-08.00727,1460.66796875,1741.1027,1201.2462,0.05,"0    36.5
Name: Slope, dtype: object",62.577,0
RGI60-08.00728,1504.08642578125,1578.8217,1357.4556,0.041,"0    25.2
Name: Slope, dtype: object",62.476,0
RGI60-08.00729,1643.421875,1815.2822,1434.5023,0.121,"0    25.8
Name: Slope, dtype: object",62.543,0
RGI60-08.00730,1089.6165771484375,1381.5184,746.1666,0.193,"0    27.7
Name: Slope, dtype: object",69.256,0
RGI60-08.00731,1313.7357177734375,1424.0266,1049.3721,0.157,"0    18.7
Name: Slope, dtype: object",69.193,0
RGI60-08.00732,1082.9139404296875,1435.1052,926.41266,0.235,"0    21.6
Name: Slope, dtype: object",69.149,0
RGI60-08.00733,1436.8387451171875,1530.8016,945.59796,0.572,"0    14.9
Name: Slope, dtype: object",69.287,0
RGI60-08.00734,1303.70703125,1496.4202,1024.3003,0.33,"0    9.699999999999999
Name: Slope, dtype: object",69.171,0
RGI60-08.00735,1115.68896484375,1391.67,877.2697,0.272,"0    25
Name: Slope, dtype: object",69.143,0
RGI60-08.00736,1215.956298828125,1514.4666,634.82886,0.662,"0    17.9
Name: Slope, dtype: object",69.209,0
RGI60-08.00737,1351.9578857421875,1531.0409,794.4761,0.292,"0    25.5
Name: Slope, dtype: object",69.273,0
RGI60-08.00738,1284.796142578125,1416.2725,891.4046,0.368,"0    23.1
Name: Slope, dtype: object",69.299,0
RGI60-08.00739,1101.9197998046875,1455.6302,895.2577,0.274,"0    22.2
Name: Slope, dtype: object",69.161,0
RGI60-08.00740,851.4093017578125,1247.4861,646.39795,0.169,"0    17.4
Name: Slope, dtype: object",69.278,0
RGI60-08.00741,1212.1019287109375,1334.9945,1007.78723,0.073,"0    22.3
Name: Slope, dtype: object",69.137,0
RGI60-08.00742,993.8758544921875,1332.6442,486.14026,0.508,"0    22.5
Name: Slope, dtype: object",69.255,0
RGI60-08.00743,1254.7059326171875,1406.2336,915.9185,0.491,"0    19.2
Name: Slope, dtype: object",69.328,0
RGI60-08.00744,1025.421142578125,1277.2487,815.41003,0.026,"0    28.3
Name: Slope, dtype: object",69.3,0
RGI60-08.00745,1405.751953125,1530.9683,1127.6224,0.311,"0    18.5
Name: Slope, dtype: object",69.277,0
RGI60-08.00746,1104.0592041015625,1403.6102,907.5114,0.25,"0    28
Name: Slope, dtype: object",69.261,0
RGI60-08.00747,1228.96533203125,1509.5085,744.1498,0.829,"0    18.5
Name: Slope, dtype: object",69.102,0
RGI60-08.00748,1033.083984375,1326.8649,806.0069,0.222,"0    26
Name: Slope, dtype: object",69.331,0
RGI60-08.00749,1129.2213134765625,1350.7784,834.19464,0.255,"0    28.1
Name: Slope, dtype: object",69.175,0
RGI60-08.00750,1231.1334228515625,1336.6826,1104.0588,0.054,"0    29.5
Name: Slope, dtype: object",69.144,0
RGI60-08.00751,1413.4901123046875,1528.6028,1152.2621,0.149,"0    32.9
Name: Slope, dtype: object",69.281,0
RGI60-08.00752,1129.2835693359375,1480.9677,600.94257,0.886,"0    28
Name: Slope, dtype: object",69.133,0
RGI60-08.00753,1100.471435546875,1530.6777,474.76443,0.618,"0    27.1
Name: Slope, dtype: object",69.267,0
RGI60-08.00754,1265.65234375,1434.6252,727.67725,0.387,"0    18
Name: Slope, dtype: object",69.281,0
RGI60-08.00755,1294.867919921875,1498.4241,852.5579,0.463,"0    20.2
Name: Slope, dtype: object",69.134,0
RGI60-08.00756,1199.799072265625,1311.3491,822.6794,0.627,"0    11
Name: Slope, dtype: object",66.548,0
RGI60-08.00757,1158.32177734375,1315.0303,945.3188,0.474,"0    16.9
Name: Slope, dtype: object",66.561,0
RGI60-08.00758,1114.3878173828125,1260.5872,963.31287,0.207,"0    11.5
Name: Slope, dtype: object",66.609,0
RGI60-08.00759,1194.5242919921875,1339.6935,941.50134,0.4,"0    13.6
Name: Slope, dtype: object",66.551,0
RGI60-08.00760,1087.4693603515625,1167.9414,1009.3834,0.302,"0    11.8
Name: Slope, dtype: object",66.618,0
RGI60-08.00761,1272.9315185546875,1319.5217,1165.091,0.449,"0    3.3
Name: Slope, dtype: object",66.599,0
RGI60-08.00762,1250.030029296875,1332.8514,1156.3359,0.401,"0    5.6
Name: Slope, dtype: object",66.541,0
RGI60-08.00763,1233.5015869140625,1308.7406,1011.419,0.314,"0    9.1
Name: Slope, dtype: object",66.598,0
RGI60-08.00764,1231.390625,1305.4697,1133.5071,0.326,"0    6.1
Name: Slope, dtype: object",66.59,0
RGI60-08.00765,1229.5986328125,1293.643,1113.4653,0.425,"0    11.4
Name: Slope, dtype: object",66.541,0
RGI60-08.00766,1170.6466064453125,1313.5043,1001.37836,0.24,"0    10.8
Name: Slope, dtype: object",66.602,0
RGI60-08.00767,1201.12109375,1319.6141,1026.214,2.554,"0    5.1
Name: Slope, dtype: object",66.584,0
RGI60-08.00768,1540.4444580078125,1650.3555,1352.4526,0.069,"0    19.1
Name: Slope, dtype: object",62.373,0
RGI60-08.00769,1490.66259765625,1639.554,1173.2198,0.063,"0    43.3
Name: Slope, dtype: object",62.397,0
RGI60-08.00770,1431.31298828125,1602.938,1084.369,0.127,"0    28.4
Name: Slope, dtype: object",62.392,0
RGI60-08.00771,1406.8714599609375,1726.2482,910.18365,1.421,"0    20.3
Name: Slope, dtype: object",62.383,0
RGI60-08.00772,1389.1724853515625,1602.8949,1150.0989,0.45,"0    22.6
Name: Slope, dtype: object",62.37,0
RGI60-08.00773,1243.3056640625,1410.3627,1189.4087,0.101,"0    8.800000000000001
Name: Slope, dtype: object",62.39,0
RGI60-08.00774,1185.359130859375,1332.4075,1146.4286,0.05,"0    16.6
Name: Slope, dtype: object",62.365,0
RGI60-08.00775,1383.5294189453125,1650.3591,1064.1681,0.273,"0    25.3
Name: Slope, dtype: object",62.372,0
RGI60-08.00776,1439.7733154296875,1633.2999,1197.2076,0.245,"0    30
Name: Slope, dtype: object",62.409,0
RGI60-08.00777,1373.8858642578125,1637.7429,945.4904,0.045,"0    33.5
Name: Slope, dtype: object",62.399,0
RGI60-08.00778,1422.84375,1715.0054,1035.6315,0.523,"0    21.4
Name: Slope, dtype: object",62.386,0
RGI60-08.00779,1281.0640869140625,1727.1091,931.1082,1.075,"0    16.4
Name: Slope, dtype: object",62.376,0
RGI60-08.00780,1090.3133544921875,1231.5509,992.3532,0.042,"0    13.3
Name: Slope, dtype: object",61.303,0
RGI60-08.00781,1460.519287109375,1561.8574,1258.3799,0.714,"0    8.1
Name: Slope, dtype: object",61.292,0
RGI60-08.00782,1354.7032470703125,1467.5068,1203.9791,0.085,"0    19.6
Name: Slope, dtype: object",61.3,0
RGI60-08.00783,1440.694091796875,1592.1418,1184.4246,0.102,"0    27.2
Name: Slope, dtype: object",61.339,0
RGI60-08.00784,1388.7003173828125,1600.0685,1044.2323,0.355,"0    20.3
Name: Slope, dtype: object",61.313,0
RGI60-08.00785,1502.5467529296875,1534.1332,1434.2018,0.051,"0    3.4
Name: Slope, dtype: object",61.293,0
RGI60-08.00786,1449.7069091796875,1531.1287,1372.6892,0.127,"0    7
Name: Slope, dtype: object",61.295,0
RGI60-08.00787,1215.0045166015625,1588.7977,1021.54456,0.383,"0    13.6
Name: Slope, dtype: object",61.33,0
RGI60-08.00788,1524.9630126953125,1596.7992,1383.073,0.111,"0    12.5
Name: Slope, dtype: object",61.337,0
RGI60-08.00789,1278.020751953125,1488.9204,1131.6805,0.049,"0    29.3
Name: Slope, dtype: object",61.328,0
RGI60-08.00790,1377.7877197265625,1511.927,1012.22095,0.84,"0    11
Name: Slope, dtype: object",61.292,0
RGI60-08.00791,1377.5548095703125,1561.98,1003.7542,0.678,"0    23.6
Name: Slope, dtype: object",61.298,0
RGI60-08.00792,1345.170654296875,1507.3267,1134.2336,0.17,"0    18.6
Name: Slope, dtype: object",61.297,0
RGI60-08.00793,1670.8988037109375,1782.0269,1591.7739,0.318,"0    12.5
Name: Slope, dtype: object",61.817,0
RGI60-08.00794,1864.69873046875,2136.1743,1625.9114,0.185,"0    21.5
Name: Slope, dtype: object",61.734,0
RGI60-08.00795,1835.128173828125,2024.3674,1597.0475,0.268,"0    20.2
Name: Slope, dtype: object",61.74,0
RGI60-08.00796,1854.8201904296875,1950.031,1750.7191,0.152,"0    12.4
Name: Slope, dtype: object",61.846,0
RGI60-08.00797,1778.0789794921875,2007.9441,1418.0509,1.231,"0    16.6
Name: Slope, dtype: object",61.72,0
RGI60-08.00798,1709.9415283203125,1906.0316,1549.7948,0.087,"0    32
Name: Slope, dtype: object",61.753,0
RGI60-08.00799,1834.7628173828125,1928.0901,1660.6451,0.559,"0    9.4
Name: Slope, dtype: object",61.789,0
RGI60-08.00800,1631.016845703125,1944.7892,1428.1168,0.958,"0    16.7
Name: Slope, dtype: object",61.732,0
RGI60-08.00801,1508.0850830078125,1659.2783,1361.926,0.023,"0    32.7
Name: Slope, dtype: object",61.734,0
RGI60-08.00802,1589.9981689453125,1667.1586,1536.9661,0.063,"0    17
Name: Slope, dtype: object",61.739,0
RGI60-08.00803,1552.638427734375,1777.2,1318.4454,0.099,"0    34.6
Name: Slope, dtype: object",61.727,0
RGI60-08.00804,1890.4671630859375,2099.1199,1660.5984,0.123,"0    27.3
Name: Slope, dtype: object",61.737,0
RGI60-08.00805,1617.14501953125,1974.2859,1335.7931,0.142,"0    30.4
Name: Slope, dtype: object",61.764,0
RGI60-08.00806,1690.6385498046875,1865.624,1356.9052,0.315,"0    16.1
Name: Slope, dtype: object",61.73,0
RGI60-08.00807,1823.590087890625,1925.75,1664.4554,0.153,"0    18.4
Name: Slope, dtype: object",61.808,0
RGI60-08.00808,1852.9405517578125,2002.7666,1643.3914,0.628,"0    11.8
Name: Slope, dtype: object",61.792,0
RGI60-08.00809,2062.998291015625,2151.1702,1863.6981,0.228,"0    8.800000000000001
Name: Slope, dtype: object",61.735,0
RGI60-08.00810,1785.8841552734375,1891.5647,1670.2466,0.212,"0    11.9
Name: Slope, dtype: object",61.846,0
RGI60-08.00811,1702.278076171875,1884.8846,1463.2012,0.561,"0    18
Name: Slope, dtype: object",61.708,0
RGI60-08.00812,1863.2467041015625,2082.6108,1652.2355,0.456,"0    17.9
Name: Slope, dtype: object",61.796,0
RGI60-08.00813,1559.268798828125,1852.2567,1421.2089,0.332,"0    22.5
Name: Slope, dtype: object",61.75,0
RGI60-08.00814,1703.09619140625,1962.7068,1512.1312,0.608,"0    19.9
Name: Slope, dtype: object",61.752,0
RGI60-08.00815,1750.9493408203125,1883.0414,1629.9193,0.196,"0    9.4
Name: Slope, dtype: object",61.777,0
RGI60-08.00816,1779.4404296875,2114.0986,1161.2502,1.374,"0    16.4
Name: Slope, dtype: object",61.738,0
RGI60-08.00817,1755.0654296875,1974.9146,1561.8365,0.314,"0    15.6
Name: Slope, dtype: object",61.755,0
RGI60-08.00818,1835.93212890625,2159.297,1157.533,3.547,"0    12.7
Name: Slope, dtype: object",61.748,0
RGI60-08.00819,1745.0008544921875,2029.5795,1438.3569,6.582,"0    7.8
Name: Slope, dtype: object",61.755,0
RGI60-08.00820,1654.9739990234375,1915.3915,1517.5782,0.106,"0    24.3
Name: Slope, dtype: object",61.759,0
RGI60-08.00821,1895.997802734375,2159.3762,1484.8584,3.35,"0    12.4
Name: Slope, dtype: object",61.75,0
RGI60-08.00822,1603.7200927734375,1735.5496,1459.2946,0.127,"0    12.9
Name: Slope, dtype: object",61.713,0
RGI60-08.00823,1764.4393310546875,2027.8541,1655.6971,0.215,"0    14.1
Name: Slope, dtype: object",61.745,0
RGI60-08.00824,1751.8740234375,2027.7603,1549.2585,1.74,"0    10.4
Name: Slope, dtype: object",61.738,0
RGI60-08.00825,1983.211669921875,2043.9998,1918.2529,0.052,"0    10.6
Name: Slope, dtype: object",61.797,0
RGI60-08.00826,1956.45458984375,2014.3905,1846.5334,0.105,"0    5.2
Name: Slope, dtype: object",61.75,0
RGI60-08.00827,1619.7587890625,1972.8945,1356.8254,3.1,"0    9.300000000000001
Name: Slope, dtype: object",61.732,0
RGI60-08.00828,1788.101806640625,2113.8523,1497.0741,2.727,"0    9.4
Name: Slope, dtype: object",61.723,0
RGI60-08.00829,1952.248046875,2064.3547,1801.8927,0.278,"0    7.5
Name: Slope, dtype: object",61.74,0
RGI60-08.00830,1833.1253662109375,2137.7942,1557.5051,2.271,"0    14.7
Name: Slope, dtype: object",61.733,0
RGI60-08.00831,1794.5465087890625,1972.652,1533.8644,0.405,"0    21.5
Name: Slope, dtype: object",61.809,0
RGI60-08.00832,1442.352294921875,1694.0721,1283.1873,0.096,"0    33.1
Name: Slope, dtype: object",61.893,0
RGI60-08.00833,1876.436279296875,1932.2795,1809.7615,0.093,"0    9.300000000000001
Name: Slope, dtype: object",61.84,0
RGI60-08.00834,1718.4278564453125,1850.9531,1638.9479,0.1,"0    12.7
Name: Slope, dtype: object",61.797,0
RGI60-08.00835,1624.0003662109375,2028.6779,1146.6555,8.764,"0    5.8
Name: Slope, dtype: object",61.759,0
RGI60-08.00836,1595.2689208984375,1701.2811,1447.8196,0.402,"0    6.7
Name: Slope, dtype: object",61.719,0
RGI60-08.00837,1841.7408447265625,2090.0144,1579.3287,1.593,"0    15
Name: Slope, dtype: object",61.806,0
RGI60-08.00838,1821.443359375,2150.1262,1354.5531,2.013,"0    16.7
Name: Slope, dtype: object",61.607,0
RGI60-08.00839,1873.68017578125,2009.7926,1780.3064,0.122,"0    19.4
Name: Slope, dtype: object",61.812,0
RGI60-08.00840,1778.4031982421875,1901.5709,1608.2743,0.144,"0    20.6
Name: Slope, dtype: object",61.779,0
RGI60-08.00841,1888.37109375,2028.6534,1625.5867,0.295,"0    15.3
Name: Slope, dtype: object",61.617,0
RGI60-08.00842,1928.8720703125,2176.7266,1624.8507,0.913,"0    13.9
Name: Slope, dtype: object",61.64,0
RGI60-08.00843,1747.1856689453125,1995.0322,1554.59,0.506,"0    18.8
Name: Slope, dtype: object",61.772,0
RGI60-08.00844,1829.645263671875,2103.092,1440.4797,0.354,"0    20
Name: Slope, dtype: object",61.662,0
RGI60-08.00845,2002.1676025390625,2284.891,1587.3463,0.658,"0    16.9
Name: Slope, dtype: object",61.605,0
RGI60-08.00846,1739.26611328125,1880.2816,1572.2384,0.433,"0    12.7
Name: Slope, dtype: object",61.769,0
RGI60-08.00847,1809.297119140625,1946.9268,1645.029,0.098,"0    25.5
Name: Slope, dtype: object",61.635,0
RGI60-08.00848,1957.3499755859375,2003.0243,1921.5286,0.104,"0    7.3
Name: Slope, dtype: object",61.656,0
RGI60-08.00849,1871.0042724609375,2168.022,1380.8843,0.547,"0    27.2
Name: Slope, dtype: object",61.625,0
RGI60-08.00850,1885.1737060546875,2220.8477,1503.7106,0.631,"0    18.2
Name: Slope, dtype: object",61.661,0
RGI60-08.00851,1869.528564453125,2051.3083,1696.2576,0.258,"0    19.3
Name: Slope, dtype: object",61.823,0
RGI60-08.00852,1804.626708984375,1970.622,1658.5468,0.428,"0    17.8
Name: Slope, dtype: object",61.82,0
RGI60-08.00853,1998.2266845703125,2254.0198,1875.9048,0.115,"0    20.2
Name: Slope, dtype: object",61.631,0
RGI60-08.00854,1822.0164794921875,2014.8875,1386.795,0.675,"0    10.9
Name: Slope, dtype: object",61.784,0
RGI60-08.00855,1824.0821533203125,1952.3772,1680.3524,0.754,"0    9.1
Name: Slope, dtype: object",61.752,0
RGI60-08.00856,1989.9818115234375,2195.0168,1831.2483,0.179,"0    26.3
Name: Slope, dtype: object",61.671,0
RGI60-08.00857,1822.9725341796875,2079.782,1625.589,0.181,"0    28.4
Name: Slope, dtype: object",61.605,0
RGI60-08.00858,1786.3345947265625,1841.6803,1687.2819,0.108,"0    8.300000000000001
Name: Slope, dtype: object",61.792,0
RGI60-08.00859,1915.062744140625,2015.2325,1839.4294,0.104,"0    8.800000000000001
Name: Slope, dtype: object",61.609,0
RGI60-08.00860,1975.5687255859375,2446.1904,1343.5741,4.482,"0    11.2
Name: Slope, dtype: object",61.636,0
RGI60-08.00861,2016.4281005859375,2228.0671,1831.0808,0.8,"0    16.1
Name: Slope, dtype: object",61.664,0
RGI60-08.00862,1882.1680908203125,2081.108,1679.8694,0.109,"0    16.2
Name: Slope, dtype: object",61.632,0
RGI60-08.00863,1875.951416015625,1960.0564,1823.3865,0.234,"0    10.6
Name: Slope, dtype: object",61.756,0
RGI60-08.00864,1966.592529296875,2261.0093,1495.217,1.642,"0    15.6
Name: Slope, dtype: object",61.644,0
RGI60-08.00865,1879.6865234375,1969.7891,1795.2471,0.275,"0    8.699999999999999
Name: Slope, dtype: object",61.757,0
RGI60-08.00866,1858.916748046875,2052.8464,1566.7299,0.233,"0    21.7
Name: Slope, dtype: object",61.82,0
RGI60-08.00867,1652.8914794921875,1808.4092,1335.3582,0.363,"0    20.6
Name: Slope, dtype: object",61.769,0
RGI60-08.00868,1894.8121337890625,2079.4866,1814.807,0.15,"0    17.4
Name: Slope, dtype: object",61.677,0
RGI60-08.00869,1883.7921142578125,2160.0393,1643.3262,0.551,"0    17.4
Name: Slope, dtype: object",61.613,0
RGI60-08.00870,1778.807373046875,1846.6372,1680.1022,0.289,"0    6.3
Name: Slope, dtype: object",61.76,0
RGI60-08.00871,1677.1910400390625,1807.2814,1524.8529,0.494,"0    18.4
Name: Slope, dtype: object",61.759,0
RGI60-08.00872,1997.545166015625,2445.918,1559.2721,4.906,"0    12.6
Name: Slope, dtype: object",61.645,0
RGI60-08.00873,1954.8427734375,2285.3071,1573.5337,3.2,"0    12.1
Name: Slope, dtype: object",61.617,0
RGI60-08.00874,1846.5616455078125,2105.7234,1507.7681,0.987,"0    15.7
Name: Slope, dtype: object",61.741,0
RGI60-08.00875,1903.4962158203125,2284.3125,1418.5314,5.343,"0    12.9
Name: Slope, dtype: object",61.597,0
RGI60-08.00876,1984.7349853515625,2444.0044,1301.5198,5.068,"0    11.7
Name: Slope, dtype: object",61.625,0
RGI60-08.00877,1256.979736328125,1566.4435,956.2168,0.719,"0    28.9
Name: Slope, dtype: object",69.103,0
RGI60-08.00878,1673.844482421875,1966.685,1383.7228,0.551,"0    21.3
Name: Slope, dtype: object",62.186,0
RGI60-08.00879,1554.5933837890625,1753.219,1218.1107,0.258,"0    24.3
Name: Slope, dtype: object",62.289,0
RGI60-08.00880,1435.408935546875,1671.7451,1185.9401,0.23,"0    24.6
Name: Slope, dtype: object",62.279,0
RGI60-08.00881,1622.090087890625,1705.5167,1337.2064,0.092,"0    16.9
Name: Slope, dtype: object",62.272,0
RGI60-08.00882,1538.426513671875,1676.9564,1302.7191,0.137,"0    27
Name: Slope, dtype: object",62.217,0
RGI60-08.00883,1667.9945068359375,1786.4672,1528.9485,0.063,"0    21.1
Name: Slope, dtype: object",62.159,0
RGI60-08.00884,1636.5555419921875,1747.4432,1470.1147,0.068,"0    19.8
Name: Slope, dtype: object",62.241,0
RGI60-08.00885,1618.63916015625,1874.2134,1497.3121,0.082,"0    20.3
Name: Slope, dtype: object",62.249,0
RGI60-08.00886,1639.1021728515625,1784.7579,1496.5022,0.085,"0    21.7
Name: Slope, dtype: object",62.237,0
RGI60-08.00887,1779.3646240234375,1958.2207,1580.4336,0.14,"0    28.2
Name: Slope, dtype: object",62.181,0
RGI60-08.00888,1740.9825439453125,1887.7393,1587.7277,0.07,"0    20
Name: Slope, dtype: object",62.184,0
RGI60-08.00889,1431.543701171875,1676.5725,1197.0331,0.165,"0    24.6
Name: Slope, dtype: object",62.288,0
RGI60-08.00890,1492.509765625,1641.2584,1332.971,0.041,"0    29
Name: Slope, dtype: object",62.253,0
RGI60-08.00891,1530.7301025390625,1753.3586,1324.1727,0.505,"0    20.2
Name: Slope, dtype: object",62.297,0
RGI60-08.00892,1680.7694091796875,1778.0481,1548.1965,0.045,"0    23.2
Name: Slope, dtype: object",62.247,0
RGI60-08.00893,1277.0205078125,1569.979,1094.9604,0.043,"0    31.1
Name: Slope, dtype: object",62.29,0
RGI60-08.00894,1568.38671875,1755.9298,1415.3943,0.128,"0    25.1
Name: Slope, dtype: object",62.238,0
RGI60-08.00895,1667.89306640625,1948.9652,1431.4595,0.215,"0    26.4
Name: Slope, dtype: object",62.203,0
RGI60-08.00896,1620.9776611328125,1871.3145,1372.3896,0.514,"0    18.1
Name: Slope, dtype: object",62.248,0
RGI60-08.00897,1585.0185546875,1664.794,1454.3296,0.089,"0    13.9
Name: Slope, dtype: object",62.236,0
RGI60-08.00898,1513.718505859375,1782.6515,1283.5898,0.427,"0    26.5
Name: Slope, dtype: object",62.245,0
RGI60-08.00899,1429.8323974609375,1588.9427,1220.203,0.082,"0    29.6
Name: Slope, dtype: object",62.28,0
RGI60-08.00900,1536.876708984375,1868.5986,1349.1587,0.568,"0    13.9
Name: Slope, dtype: object",62.241,0
RGI60-08.00901,1643.8466796875,1864.3304,1435.0569,0.115,"0    28.4
Name: Slope, dtype: object",62.167,0
